index,fR,fGV,fSoil,year,lat_utm18n,lon_utm18n,lat_degrees,lon_degrees,photo_id,residue_type,cover_crop_residue,R_427,R_482,R_547,R_604,R_660,R_723,R_824,R_914,R_1209,R_1572,R_1661,R_1730,R_2164,R_2202,R_2259,R_2329,R_swir1,R_swir2,wi,ndti,swira,sindri,sidri,ndvi
672,0.625,0,0.375,4/30/2021,4300698.383,418032.7373,38.851292,-75.944611,IMG_9682.JPG,maize_cereal,No,0.098,0.133,0.175,0.225,0.270,0.330,0.377,0.428,0.566,0.571,0.576,0.571,0.473,0.482,0.444,0.427,0.574,0.466,1.230,0.103,0.450,0.042,0.038,0.165
673,0.923,0,0.076,4/30/2021,4300709.975,418049.433,38.851398,-75.94442,IMG_9683.JPG,maize_cereal,No,0.097,0.132,0.174,0.225,0.271,0.330,0.379,0.431,0.572,0.572,0.578,0.570,0.465,0.476,0.433,0.413,0.575,0.458,1.256,0.114,0.493,0.047,0.043,0.166
674,0.903,0,0.097,4/30/2021,4300719.569,418066.108,38.851486,-75.944229,IMG_9684.JPG,maize_cereal,No,0.096,0.133,0.177,0.227,0.274,0.333,0.382,0.434,0.567,0.571,0.575,0.566,0.467,0.478,0.435,0.415,0.573,0.460,1.245,0.109,0.474,0.047,0.043,0.164
675,0.931,0,0.069,4/30/2021,4300707.996,418079.8739,38.851383,-75.944069,IMG_9685.JPG,maize_cereal,No,0.095,0.130,0.172,0.222,0.271,0.331,0.382,0.435,0.567,0.570,0.574,0.565,0.466,0.478,0.434,0.414,0.572,0.459,1.245,0.109,0.474,0.048,0.044,0.171
676,0.771,0,0.229,4/30/2021,4300691.871,418083.005,38.851238,-75.944031,IMG_9686.JPG,maize_cereal,No,0.098,0.134,0.176,0.226,0.274,0.333,0.383,0.435,0.575,0.575,0.578,0.569,0.468,0.480,0.434,0.416,0.576,0.461,1.252,0.112,0.488,0.049,0.045,0.165
677,0.889,0,0.111,4/30/2021,4300670.868,418074.8905,38.851048,-75.944122,IMG_9687.JPG,maize_cereal,No,0.099,0.134,0.176,0.226,0.273,0.331,0.380,0.433,0.565,0.568,0.571,0.563,0.466,0.476,0.435,0.415,0.569,0.459,1.239,0.107,0.462,0.045,0.041,0.163
678,0.903,0,0.098,4/30/2021,4300647.633,418067.9679,38.850838,-75.944199,IMG_9688.JPG,maize_cereal,No,0.100,0.135,0.177,0.225,0.272,0.329,0.376,0.427,0.560,0.567,0.569,0.562,0.470,0.479,0.438,0.419,0.568,0.462,1.228,0.102,0.443,0.045,0.041,0.161
679,0.208,0,0.792,4/30/2021,4300570.369,417716.2933,38.850109,-75.948242,IMG_9691.JPG,soy,No,0.116,0.144,0.192,0.232,0.260,0.332,0.377,0.417,0.548,0.570,0.567,0.569,0.504,0.496,0.479,0.473,0.569,0.493,1.153,0.071,0.318,0.017,0.017,0.183
680,0.576,0,0.424,4/30/2021,4300556.914,417708.1693,38.849987,-75.948334,IMG_9692.JPG,soy,No,0.109,0.136,0.178,0.215,0.246,0.310,0.354,0.395,0.532,0.552,0.551,0.552,0.485,0.479,0.459,0.452,0.552,0.474,1.163,0.076,0.327,0.021,0.020,0.180
681,0.625,0,0.375,4/30/2021,4300546.502,417695.4771,38.849892,-75.948479,IMG_9693.JPG,soy,No,0.113,0.141,0.185,0.223,0.254,0.318,0.361,0.404,0.530,0.550,0.550,0.551,0.474,0.472,0.447,0.439,0.550,0.464,1.184,0.084,0.360,0.027,0.025,0.173
682,0.09,0,0.91,4/30/2021,4300535.965,417684.1723,38.849796,-75.948608,IMG_9694.JPG,soy,No,0.133,0.168,0.223,0.266,0.301,0.367,0.411,0.450,0.556,0.579,0.576,0.578,0.506,0.499,0.479,0.472,0.577,0.495,1.167,0.077,0.347,0.021,0.020,0.154
683,0.125,0,0.875,4/30/2021,4300530.693,417668.1488,38.849747,-75.948792,IMG_9695.JPG,soy,No,0.117,0.145,0.187,0.226,0.263,0.325,0.373,0.416,0.570,0.597,0.589,0.592,0.533,0.522,0.507,0.503,0.593,0.520,1.139,0.065,0.306,0.015,0.016,0.174
684,0.604,0,0.396,4/30/2021,4300529.021,417658.2377,38.849731,-75.948906,IMG_9696.JPG,soy_cereal,No,0.106,0.132,0.170,0.205,0.240,0.301,0.349,0.392,0.542,0.562,0.565,0.563,0.495,0.488,0.469,0.455,0.563,0.484,1.164,0.076,0.334,0.020,0.019,0.185
685,0.764,0,0.236,4/30/2021,4300507.644,417643.4355,38.849537,-75.949074,IMG_9697.JPG,cereal_soy,Yes,0.090,0.112,0.140,0.170,0.205,0.258,0.303,0.346,0.473,0.490,0.501,0.496,0.409,0.413,0.382,0.367,0.496,0.401,1.235,0.105,0.397,0.039,0.031,0.194
686,0.82,0,0.18,4/30/2021,4300510.34,417629.5776,38.84956,-75.949234,IMG_9698.JPG,cereal_soy,Yes,0.086,0.107,0.136,0.166,0.200,0.256,0.302,0.347,0.474,0.491,0.501,0.497,0.406,0.411,0.377,0.375,0.496,0.398,1.245,0.109,0.411,0.043,0.034,0.204
687,0.785,0,0.215,4/30/2021,4300520.569,417617.0999,38.849651,-75.949379,IMG_9699.JPG,cereal_soy,Yes,0.083,0.105,0.135,0.166,0.201,0.257,0.303,0.348,0.478,0.495,0.505,0.501,0.406,0.413,0.378,0.363,0.500,0.399,1.253,0.112,0.424,0.044,0.035,0.203
688,0.778,0,0.222,4/30/2021,4300535.009,417615.9482,38.849781,-75.949394,IMG_9700.JPG,cereal_soy,Yes,0.083,0.105,0.134,0.165,0.202,0.256,0.305,0.349,0.480,0.493,0.504,0.499,0.408,0.413,0.380,0.365,0.499,0.400,1.245,0.109,0.413,0.042,0.033,0.203
689,0.757,0,0.243,4/30/2021,4300549.333,417625.9907,38.849911,-75.94928,IMG_9701.JPG,cereal_soy,Yes,0.088,0.110,0.140,0.171,0.206,0.264,0.312,0.358,0.482,0.494,0.503,0.499,0.407,0.413,0.380,0.372,0.498,0.400,1.246,0.110,0.415,0.041,0.033,0.204
690,0.729,0,0.271,4/30/2021,4300555.596,417632.044,38.849968,-75.949211,IMG_9702.JPG,cereal_soy,Yes,0.088,0.109,0.138,0.169,0.204,0.259,0.305,0.349,0.473,0.489,0.500,0.496,0.405,0.411,0.378,0.371,0.494,0.398,1.242,0.108,0.406,0.042,0.033,0.199
691,0.076,0,0.923,4/30/2021,4300510.345,417224.3699,38.849522,-75.953903,IMG_9703.JPG,soy,No,0.137,0.171,0.221,0.268,0.311,0.366,0.402,0.440,0.559,0.577,0.567,0.573,0.533,0.520,0.516,0.519,0.572,0.523,1.094,0.045,0.207,0.004,0.004,0.127
692,0.104,0.021,0.875,4/30/2021,4300520.658,417203.9091,38.849613,-75.95414,IMG_9704.JPG,soy,No,0.133,0.167,0.218,0.268,0.313,0.370,0.407,0.445,0.563,0.582,0.570,0.579,0.539,0.525,0.521,0.524,0.576,0.528,1.090,0.043,0.202,0.004,0.004,0.130
693,0.181,0,0.819,4/30/2021,4300543.843,417173.0817,38.849819,-75.954498,IMG_9705.JPG,soy,No,0.140,0.176,0.230,0.281,0.326,0.381,0.414,0.452,0.571,0.591,0.578,0.586,0.548,0.532,0.529,0.534,0.584,0.536,1.089,0.043,0.202,0.004,0.004,0.119
694,0.035,0.007,0.959,4/30/2021,4300557.027,417164.6277,38.849937,-75.954597,IMG_9706.JPG,soy,No,0.141,0.176,0.230,0.280,0.324,0.380,0.414,0.453,0.573,0.593,0.579,0.588,0.552,0.536,0.533,0.539,0.586,0.540,1.085,0.041,0.194,0.003,0.003,0.121
695,0.056,0,0.944,4/30/2021,4300579.207,417155.5734,38.850136,-75.954704,IMG_9707.JPG,soy,No,0.150,0.186,0.234,0.279,0.322,0.372,0.403,0.441,0.560,0.581,0.569,0.577,0.542,0.527,0.522,0.528,0.575,0.530,1.085,0.041,0.189,0.005,0.005,0.112
696,0.042,0,0.958,4/30/2021,4300606.333,417151.1705,38.85038,-75.954758,IMG_9708.JPG,soy,No,0.139,0.170,0.213,0.257,0.300,0.354,0.395,0.438,0.557,0.581,0.570,0.578,0.541,0.529,0.524,0.529,0.576,0.531,1.083,0.040,0.186,0.005,0.005,0.137
697,0.063,0.021,0.917,4/30/2021,4300627.106,417149.3916,38.850567,-75.954781,IMG_9709.JPG,soy,No,0.125,0.155,0.197,0.242,0.286,0.343,0.386,0.430,0.562,0.586,0.575,0.584,0.544,0.532,0.527,0.532,0.581,0.534,1.087,0.041,0.195,0.005,0.005,0.149
698,0.069,0.007,0.924,4/30/2021,4300643.675,417146.267,38.850716,-75.954819,IMG_9710.JPG,soy,No,0.129,0.159,0.202,0.248,0.292,0.350,0.393,0.436,0.569,0.591,0.580,0.589,0.548,0.536,0.531,0.536,0.586,0.538,1.088,0.042,0.201,0.005,0.005,0.147
699,0.188,0,0.813,4/30/2021,4300650.216,417168.2053,38.850777,-75.954567,IMG_9711.JPG,soy,No,0.130,0.162,0.206,0.252,0.296,0.354,0.397,0.442,0.566,0.590,0.579,0.587,0.547,0.535,0.529,0.534,0.584,0.537,1.088,0.042,0.199,0.006,0.007,0.146
700,0.118,0,0.882,4/30/2021,4300649.134,417186.766,38.850769,-75.954353,IMG_9712.JPG,soy,No,0.135,0.165,0.208,0.252,0.294,0.350,0.391,0.435,0.560,0.583,0.572,0.581,0.543,0.531,0.526,0.532,0.578,0.534,1.082,0.040,0.186,0.005,0.005,0.141
701,0.118,0,0.882,4/30/2021,4300641.269,417206.5577,38.8507,-75.954124,IMG_9713.JPG,soy,No,0.131,0.162,0.204,0.247,0.290,0.345,0.385,0.427,0.546,0.567,0.557,0.566,0.526,0.515,0.509,0.512,0.562,0.516,1.088,0.042,0.193,0.006,0.006,0.141
702,0.09,0.014,0.896,4/30/2021,4300620.789,417222.8331,38.850517,-75.953934,IMG_9714.JPG,soy,No,0.137,0.169,0.214,0.258,0.299,0.355,0.393,0.433,0.556,0.577,0.567,0.575,0.537,0.524,0.520,0.523,0.572,0.527,1.085,0.041,0.188,0.004,0.004,0.136
703,0.021,0,0.979,4/30/2021,4300594.399,417241.8239,38.850281,-75.953712,IMG_9715.JPG,soy,No,0.141,0.177,0.229,0.276,0.320,0.371,0.402,0.438,0.556,0.575,0.563,0.572,0.535,0.521,0.517,0.523,0.569,0.524,1.085,0.041,0.189,0.003,0.003,0.114
704,0.278,0,0.722,4/30/2021,4302377.164,417206.8219,38.866341,-75.95433,IMG_9716.JPG,maize_cereal,No,0.143,0.180,0.234,0.286,0.332,0.391,0.429,0.471,0.605,0.618,0.610,0.616,0.554,0.539,0.529,0.526,0.614,0.540,1.137,0.064,0.312,0.009,0.010,0.128
705,0.271,0,0.729,4/30/2021,4302377.497,417206.8254,38.866344,-75.95433,IMG_9717.JPG,maize_cereal,No,0.142,0.180,0.234,0.285,0.331,0.389,0.426,0.468,0.603,0.616,0.608,0.614,0.552,0.538,0.528,0.525,0.612,0.539,1.134,0.063,0.306,0.010,0.010,0.125
706,0.375,0.007,0.618,4/30/2021,4302394.607,417194.4231,38.866497,-75.954475,IMG_9718.JPG,maize_cereal,No,0.145,0.185,0.238,0.287,0.333,0.388,0.423,0.463,0.588,0.602,0.594,0.599,0.546,0.533,0.520,0.519,0.598,0.533,1.122,0.057,0.273,0.012,0.013,0.119
707,0.229,0,0.771,4/30/2021,4302427.254,417192.7688,38.866791,-75.954498,IMG_9719.JPG,maize_cereal,No,0.143,0.181,0.234,0.284,0.331,0.389,0.426,0.466,0.589,0.603,0.595,0.600,0.553,0.541,0.527,0.527,0.599,0.540,1.108,0.051,0.247,0.012,0.013,0.126
708,0.417,0,0.583,4/30/2021,4302451.245,417201.6094,38.867008,-75.954399,IMG_9720.JPG,maize_cereal,No,0.141,0.182,0.240,0.297,0.346,0.405,0.440,0.480,0.602,0.615,0.606,0.612,0.564,0.552,0.540,0.542,0.611,0.552,1.106,0.050,0.247,0.011,0.012,0.120
709,0.34,0,0.66,4/30/2021,4302471.304,417225.6796,38.867191,-75.954124,IMG_9721.JPG,maize_cereal,No,0.150,0.191,0.246,0.299,0.348,0.405,0.440,0.480,0.598,0.612,0.602,0.609,0.565,0.553,0.541,0.542,0.607,0.553,1.099,0.047,0.230,0.010,0.011,0.117
710,0.243,0,0.757,4/30/2021,4302467.705,417251.4113,38.867161,-75.953827,IMG_9722.JPG,maize_cereal,No,0.140,0.178,0.229,0.281,0.328,0.390,0.430,0.472,0.591,0.605,0.597,0.603,0.555,0.544,0.531,0.532,0.601,0.543,1.106,0.050,0.243,0.012,0.013,0.135
711,0.313,0,0.688,4/30/2021,4302451.476,417264.5169,38.867016,-75.953674,IMG_9723.JPG,maize_cereal,No,0.138,0.176,0.226,0.276,0.322,0.380,0.418,0.459,0.575,0.588,0.579,0.584,0.539,0.526,0.514,0.513,0.584,0.526,1.109,0.052,0.241,0.012,0.012,0.129
712,0.271,0.014,0.715,4/30/2021,4302406.914,417269.9515,38.866615,-75.953606,IMG_9724.JPG,maize_cereal,No,0.147,0.186,0.241,0.293,0.340,0.397,0.433,0.473,0.594,0.608,0.599,0.605,0.555,0.541,0.531,0.532,0.603,0.543,1.112,0.053,0.256,0.009,0.009,0.120
713,0.167,0.007,0.826,4/30/2021,4302386.183,417267.7394,38.866428,-75.953629,IMG_9725.JPG,maize_cereal,No,0.148,0.189,0.244,0.296,0.342,0.396,0.430,0.470,0.595,0.610,0.600,0.607,0.552,0.536,0.528,0.527,0.605,0.539,1.123,0.058,0.279,0.007,0.008,0.115
714,0.153,0.014,0.833,4/30/2021,4302360.805,417264.1772,38.866199,-75.953667,IMG_9726.JPG,maize_cereal,No,0.151,0.191,0.250,0.304,0.350,0.406,0.440,0.479,0.612,0.623,0.613,0.620,0.560,0.541,0.538,0.534,0.618,0.546,1.132,0.062,0.303,0.002,0.003,0.114
715,0.07,0.035,0.896,4/30/2021,4302423.165,417862.6452,38.866817,-75.946777,IMG_9727.JPG,cereal,No,0.138,0.177,0.239,0.301,0.347,0.410,0.445,0.479,0.592,0.598,0.587,0.590,0.531,0.515,0.519,0.525,0.593,0.522,1.136,0.064,0.298,-0.004,-0.004,0.123
716,0.16,0.083,0.757,4/30/2021,4302432.002,417877.3135,38.866898,-75.946609,IMG_9728.JPG,cereal,No,0.139,0.175,0.233,0.287,0.329,0.395,0.432,0.468,0.575,0.582,0.572,0.574,0.521,0.507,0.507,0.511,0.577,0.512,1.128,0.060,0.276,0.001,0.001,0.135
717,0.104,0.076,0.819,4/30/2021,4302433.926,417895.1204,38.866917,-75.946404,IMG_9729.JPG,cereal,No,0.138,0.174,0.230,0.283,0.322,0.386,0.419,0.457,0.570,0.580,0.569,0.571,0.525,0.509,0.509,0.511,0.574,0.514,1.116,0.055,0.252,0.000,0.000,0.131
718,0.153,0.028,0.82,4/30/2021,4302441.293,417912.4631,38.866985,-75.946205,IMG_9730.JPG,cereal,No,0.143,0.182,0.243,0.304,0.345,0.410,0.440,0.476,0.590,0.600,0.587,0.591,0.543,0.524,0.527,0.529,0.594,0.531,1.117,0.055,0.263,-0.003,-0.003,0.122
719,0.104,0.097,0.799,4/30/2021,4302456.728,417933.0997,38.867126,-75.945969,IMG_9731.JPG,cereal,No,0.139,0.176,0.242,0.306,0.348,0.414,0.447,0.479,0.597,0.609,0.596,0.599,0.549,0.531,0.533,0.534,0.602,0.538,1.120,0.057,0.272,-0.002,-0.002,0.125
720,0.195,0.09,0.716,4/30/2021,4302476.531,417949.877,38.867306,-75.945778,IMG_9732.JPG,cereal,No,0.133,0.168,0.227,0.283,0.320,0.392,0.427,0.463,0.576,0.588,0.578,0.580,0.533,0.517,0.516,0.518,0.583,0.522,1.117,0.055,0.257,0.001,0.002,0.143
721,0.076,0.035,0.889,4/30/2021,4302486.787,417934.7994,38.867397,-75.945953,IMG_9733.JPG,cereal,No,0.137,0.174,0.235,0.294,0.332,0.402,0.435,0.470,0.583,0.597,0.584,0.588,0.543,0.527,0.526,0.529,0.590,0.532,1.110,0.052,0.246,0.001,0.001,0.134
722,0.118,0.056,0.826,4/30/2021,4302488.318,417915.5534,38.867409,-75.946175,IMG_9734.JPG,cereal,No,0.139,0.177,0.240,0.303,0.344,0.409,0.441,0.476,0.584,0.600,0.586,0.590,0.549,0.529,0.532,0.534,0.593,0.537,1.105,0.050,0.238,-0.002,-0.003,0.123
723,0.09,0.063,0.847,4/30/2021,4302483.828,417899.0215,38.867367,-75.946365,IMG_9735.JPG,cereal,No,0.138,0.177,0.240,0.305,0.348,0.409,0.440,0.474,0.583,0.599,0.585,0.589,0.549,0.528,0.531,0.534,0.592,0.536,1.104,0.050,0.236,-0.003,-0.003,0.117
724,0.896,0,0.104,4/30/2021,4299724.684,416928.0903,38.842415,-75.957222,IMG_9736.JPG,cereal,Yes,0.080,0.106,0.137,0.173,0.212,0.266,0.313,0.358,0.474,0.485,0.492,0.486,0.400,0.405,0.374,0.360,0.488,0.393,1.242,0.108,0.401,0.040,0.031,0.192
725,0.903,0,0.097,4/30/2021,4299729.649,416941.422,38.842461,-75.957069,IMG_9737.JPG,cereal,Yes,0.080,0.107,0.139,0.175,0.215,0.266,0.312,0.356,0.466,0.475,0.481,0.477,0.397,0.402,0.372,0.359,0.478,0.390,1.225,0.101,0.370,0.039,0.030,0.183
726,0.924,0,0.076,4/30/2021,4299736.294,416953.3826,38.842522,-75.956932,IMG_9738.JPG,cereal,Yes,0.082,0.110,0.142,0.178,0.219,0.267,0.310,0.353,0.469,0.478,0.483,0.481,0.404,0.406,0.379,0.366,0.481,0.396,1.213,0.096,0.355,0.035,0.027,0.173
727,0.965,0,0.035,4/30/2021,4299744.589,416966.7492,38.842598,-75.956779,IMG_9739.JPG,cereal,Yes,0.082,0.111,0.144,0.181,0.221,0.271,0.314,0.355,0.470,0.478,0.484,0.481,0.403,0.405,0.377,0.365,0.481,0.395,1.218,0.098,0.362,0.035,0.028,0.173
728,0.931,0,0.069,4/30/2021,4299752.44,416980.0243,38.84267,-75.956627,IMG_9740.JPG,cereal,Yes,0.082,0.109,0.141,0.178,0.217,0.269,0.313,0.356,0.468,0.471,0.477,0.473,0.395,0.397,0.371,0.357,0.474,0.388,1.222,0.100,0.363,0.034,0.026,0.182
729,0.84,0,0.16,4/30/2021,4299759.078,416992.6792,38.842731,-75.956482,IMG_9741.JPG,cereal,Yes,0.081,0.109,0.141,0.178,0.217,0.269,0.314,0.357,0.473,0.474,0.481,0.478,0.397,0.400,0.373,0.360,0.477,0.390,1.224,0.101,0.368,0.035,0.027,0.182
730,0.945,0,0.056,4/30/2021,4299772.304,416990.8214,38.84285,-75.956505,IMG_9742.JPG,cereal,Yes,0.082,0.110,0.143,0.181,0.221,0.273,0.318,0.361,0.471,0.472,0.479,0.476,0.397,0.400,0.374,0.363,0.476,0.390,1.219,0.099,0.359,0.033,0.026,0.180
731,0.924,0,0.076,4/30/2021,4299786.356,416984.3721,38.842976,-75.956581,IMG_9743.JPG,cereal,Yes,0.083,0.114,0.148,0.186,0.227,0.280,0.325,0.369,0.479,0.480,0.487,0.484,0.404,0.407,0.380,0.369,0.484,0.397,1.218,0.098,0.364,0.035,0.028,0.177
732,0.882,0,0.118,4/30/2021,4299796.982,416976.4982,38.843071,-75.956673,IMG_9744.JPG,cereal,Yes,0.085,0.116,0.151,0.190,0.231,0.284,0.329,0.373,0.477,0.470,0.477,0.473,0.393,0.397,0.369,0.358,0.474,0.386,1.227,0.102,0.369,0.036,0.028,0.174
733,0.931,0,0.069,4/30/2021,4299808.072,416966.7198,38.84317,-75.956787,IMG_9745.JPG,cereal,Yes,0.081,0.109,0.140,0.178,0.218,0.271,0.316,0.363,0.480,0.479,0.485,0.481,0.399,0.402,0.372,0.360,0.482,0.391,1.234,0.105,0.385,0.039,0.030,0.184
734,0.861,0.028,0.111,4/30/2021,4299817.498,416956.8371,38.843254,-75.956902,IMG_9746.JPG,cereal,Yes,0.081,0.107,0.138,0.175,0.215,0.268,0.316,0.362,0.479,0.483,0.490,0.485,0.401,0.404,0.375,0.363,0.487,0.393,1.238,0.106,0.394,0.037,0.029,0.190
735,0.869,0.007,0.125,4/30/2021,4299817.498,416956.8371,38.843254,-75.956902,IMG_9746B.JPG,cereal,Yes,0.081,0.107,0.138,0.175,0.215,0.268,0.316,0.362,0.479,0.483,0.490,0.485,0.401,0.404,0.375,0.363,0.487,0.393,1.238,0.106,0.394,0.037,0.029,0.190
736,0.861,0.069,0.069,4/30/2021,4299817.498,416956.8371,38.843254,-75.956902,IMG_9746C.JPG,cereal,Yes,0.081,0.107,0.138,0.175,0.215,0.268,0.316,0.362,0.479,0.483,0.490,0.485,0.401,0.404,0.375,0.363,0.487,0.393,1.238,0.106,0.394,0.037,0.029,0.190
737,0.896,0,0.104,4/30/2021,4299806.552,416952.8167,38.843155,-75.956947,IMG_9747.JPG,cereal,Yes,0.081,0.106,0.137,0.172,0.211,0.264,0.311,0.356,0.476,0.480,0.487,0.482,0.399,0.403,0.374,0.362,0.484,0.392,1.234,0.105,0.385,0.037,0.029,0.191
738,0.82,0,0.181,4/30/2021,4299789.283,416948.6432,38.842999,-75.956993,IMG_9748.JPG,cereal,Yes,0.081,0.105,0.136,0.171,0.210,0.262,0.307,0.352,0.473,0.478,0.485,0.479,0.395,0.399,0.371,0.357,0.481,0.388,1.239,0.107,0.392,0.037,0.029,0.188
739,0.813,0,0.188,4/30/2021,4299772.367,416942.4771,38.842846,-75.957062,IMG_9749.JPG,cereal,Yes,0.079,0.106,0.138,0.175,0.214,0.267,0.312,0.357,0.470,0.474,0.483,0.477,0.390,0.395,0.365,0.351,0.478,0.383,1.249,0.111,0.402,0.039,0.030,0.185
740,0.903,0.028,0.07,4/30/2021,4299750.062,416931.6544,38.842644,-75.957184,IMG_9750.JPG,cereal,Yes,0.080,0.107,0.140,0.177,0.218,0.272,0.321,0.368,0.472,0.479,0.487,0.480,0.393,0.399,0.367,0.353,0.483,0.386,1.251,0.111,0.407,0.042,0.032,0.191
741,0.778,0.014,0.208,5/26/2022,4300887.041,418130.7568,38.853001,-75.943504,IMG_4443.JPG,maize,No,0.056,0.074,0.096,0.122,0.146,0.186,0.234,0.255,0.349,0.374,0.383,0.354,0.296,0.300,0.271,0.240,0.378,0.289,1.308,0.133,0.375,0.050,0.029,0.232
742,0.729,0.035,0.236,5/26/2022,4300884.94,418130.0408,38.852982,-75.943512,IMG_4444.JPG,maize,No,0.058,0.076,0.097,0.124,0.147,0.187,0.234,0.254,0.348,0.376,0.385,0.357,0.298,0.302,0.273,0.242,0.380,0.291,1.307,0.133,0.376,0.051,0.029,0.227
743,0.66,0.042,0.299,5/26/2022,4300907.212,418144.1561,38.853184,-75.943352,IMG_4445.JPG,maize,No,0.058,0.078,0.101,0.128,0.152,0.193,0.241,0.261,0.356,0.386,0.391,0.364,0.307,0.311,0.282,0.252,0.388,0.300,1.294,0.128,0.372,0.048,0.028,0.225
744,0.861,0,0.139,5/26/2022,4300910.527,418145.5789,38.853214,-75.943336,IMG_4446.JPG,maize,No,0.058,0.079,0.102,0.129,0.154,0.194,0.242,0.264,0.361,0.389,0.395,0.367,0.309,0.313,0.283,0.253,0.392,0.302,1.300,0.131,0.381,0.049,0.029,0.222
745,0.778,0.007,0.216,5/26/2022,4300932.092,418153.0045,38.853409,-75.943253,IMG_4447.JPG,maize,No,0.061,0.081,0.104,0.132,0.158,0.202,0.251,0.274,0.369,0.394,0.400,0.372,0.309,0.313,0.283,0.252,0.397,0.301,1.318,0.137,0.404,0.050,0.030,0.228
746,0.784,0.014,0.201,5/26/2022,4300935.858,418153.7377,38.853443,-75.943245,IMG_4448.JPG,maize,No,0.061,0.081,0.105,0.132,0.158,0.202,0.252,0.274,0.368,0.393,0.400,0.370,0.308,0.311,0.281,0.252,0.396,0.300,1.320,0.138,0.404,0.050,0.030,0.228
747,0.827,0.021,0.153,5/26/2022,4300957.36,418167.2374,38.853638,-75.943092,IMG_4449.JPG,maize,No,0.061,0.083,0.106,0.134,0.160,0.198,0.244,0.266,0.359,0.387,0.391,0.363,0.309,0.310,0.283,0.254,0.389,0.301,1.295,0.129,0.374,0.046,0.027,0.209
748,0.854,0.021,0.125,5/26/2022,4300961.564,418168.5825,38.853676,-75.943077,IMG_4450.JPG,maize,No,0.062,0.083,0.107,0.134,0.161,0.198,0.244,0.264,0.358,0.388,0.393,0.365,0.311,0.313,0.287,0.257,0.390,0.304,1.285,0.125,0.365,0.043,0.026,0.207
749,0.924,0.007,0.069,5/26/2022,4300997.955,418169.6525,38.854004,-75.943069,IMG_4451.JPG,maize,No,0.061,0.080,0.103,0.131,0.156,0.195,0.241,0.263,0.359,0.390,0.397,0.368,0.309,0.313,0.283,0.252,0.393,0.301,1.305,0.132,0.387,0.051,0.031,0.214
750,0.736,0.007,0.257,5/26/2022,4301002.159,418170.9977,38.854042,-75.943054,IMG_4452.JPG,maize,No,0.060,0.079,0.102,0.131,0.156,0.195,0.241,0.263,0.359,0.389,0.396,0.367,0.309,0.313,0.283,0.252,0.393,0.302,1.301,0.131,0.382,0.051,0.030,0.216
751,0.764,0.007,0.229,5/26/2022,4301007.482,418192.9215,38.854092,-75.942802,IMG_4453.JPG,maize,No,0.060,0.080,0.103,0.132,0.156,0.196,0.242,0.263,0.355,0.385,0.392,0.365,0.306,0.311,0.282,0.250,0.388,0.300,1.294,0.128,0.372,0.050,0.030,0.215
752,0.674,0.014,0.313,5/26/2022,4301010.353,418194.2528,38.854118,-75.942787,IMG_4454.JPG,maize,No,0.059,0.080,0.103,0.132,0.157,0.197,0.243,0.264,0.355,0.384,0.392,0.364,0.306,0.311,0.281,0.249,0.388,0.299,1.297,0.129,0.374,0.050,0.030,0.215
753,0.736,0.021,0.243,5/26/2022,4301180.2,415327.2403,38.855377,-75.975845,IMG_4530.JPG,cereal,No,0.044,0.058,0.078,0.093,0.108,0.155,0.195,0.217,0.282,0.316,0.332,0.311,0.252,0.254,0.233,0.203,0.324,0.246,1.314,0.136,0.326,0.042,0.020,0.286
754,0.681,0.028,0.292,5/26/2022,4301179.749,415327.8429,38.855373,-75.975838,IMG_4531.JPG,cereal,No,0.042,0.056,0.074,0.088,0.104,0.149,0.190,0.212,0.276,0.310,0.327,0.307,0.249,0.251,0.231,0.201,0.318,0.244,1.307,0.133,0.315,0.042,0.020,0.294
755,0.611,0.014,0.375,5/26/2022,4301187.856,415368.9766,38.85545,-75.975365,IMG_4532.JPG,cereal,No,0.053,0.070,0.095,0.115,0.132,0.183,0.225,0.247,0.318,0.336,0.345,0.321,0.261,0.259,0.243,0.214,0.340,0.255,1.337,0.144,0.361,0.032,0.016,0.262
756,0.708,0.007,0.285,5/26/2022,4301186.989,415366.9714,38.855442,-75.975388,IMG_4533.JPG,cereal,No,0.053,0.070,0.095,0.115,0.132,0.183,0.225,0.247,0.318,0.336,0.345,0.321,0.261,0.259,0.243,0.214,0.340,0.255,1.337,0.144,0.361,0.032,0.016,0.262
757,0.792,0.021,0.188,5/26/2022,4301181.495,415403.3605,38.855396,-75.974968,IMG_4534.JPG,cereal,No,0.051,0.067,0.091,0.112,0.131,0.181,0.223,0.244,0.319,0.336,0.345,0.323,0.262,0.261,0.242,0.214,0.341,0.255,1.336,0.144,0.361,0.039,0.019,0.259
758,0.632,0.035,0.333,5/26/2022,4301183.271,415403.3794,38.855412,-75.974968,IMG_4535.JPG,cereal,No,0.051,0.067,0.091,0.112,0.131,0.181,0.223,0.244,0.319,0.336,0.345,0.323,0.262,0.261,0.242,0.214,0.341,0.255,1.336,0.144,0.361,0.039,0.019,0.259
759,0.757,0.028,0.215,5/26/2022,4301166.354,415438.9524,38.855263,-75.974556,IMG_4536.JPG,cereal,No,0.051,0.068,0.094,0.115,0.132,0.186,0.229,0.251,0.322,0.340,0.350,0.326,0.265,0.265,0.247,0.219,0.345,0.259,1.330,0.142,0.361,0.035,0.018,0.268
